Date,Item Name,Category,Price (₹),Quantity Sold,Total Sales (₹)
13-12-2024,Lemon Juice,Beverage,30,13,390
13-12-2024,Badam Milk,Beverage,40,39,1560
13-12-2024,Ghee Cake,Cake,120,8,960
13-12-2024,Mysore Pak,Sweet,180,16,2880
13-12-2024,Milk Bikis,Biscuit,25,30,750
13-12-2024,Marble Cake,Cake,90,50,4500
13-12-2024,Pineapple Juice,Beverage,35,33,1155
14-12-2024,Parippu Vada,Snack,10,7,70
14-12-2024,Egg Puffs,Snack,20,33,660
14-12-2024,Butter Bun,Bread,15,42,630
14-12-2024,Plum Cake,Cake,150,36,5400
14-12-2024,Pazhampori (Banana Fry),Snack,12,10,120
14-12-2024,Uzhunnu Vada,Snack,12,28,336
14-12-2024,Ullivada,Snack,10,49,490
14-12-2024,Banana Chips,Snack,100,35,3500
14-12-2024,Tea Biscuit,Biscuit,30,26,780
14-12-2024,Chicken Puffs,Snack,25,49,1225
14-12-2024,Ela Ada,Sweet,20,10,200
14-12-2024,Cream Bun,Bread,20,26,520
14-12-2024,Nannari Sharbat,Beverage,25,49,1225
14-12-2024,Sugiyan,Sweet,15,29,435
14-12-2024,Neyyappam,Sweet,20,10,200
14-12-2024,Black Forest Cake,Cake,500,9,4500
14-12-2024,Mixture,Snack,120,39,4680
14-12-2024,Jilebi,Sweet,50,19,950
14-12-2024,Butter Biscuit,Biscuit,25,13,325
14-12-2024,Vettu Cake,Cake,15,46,690
14-12-2024,Milk Bun,Bread,18,13,234
14-12-2024,Choco Lava Cake,Cake,80,6,480
14-12-2024,Fruit Cake,Cake,350,17,5950
14-12-2024,Lemon Juice,Beverage,30,15,450
14-12-2024,Badam Milk,Beverage,40,37,1480
14-12-2024,Ghee Cake,Cake,120,38,4560
14-12-2024,Mysore Pak,Sweet,180,27,4860
14-12-2024,Milk Bikis,Biscuit,25,13,325
14-12-2024,Marble Cake,Cake,90,40,3600
14-12-2024,Pineapple Juice,Beverage,35,18,630
15-12-2024,Parippu Vada,Snack,10,45,450
15-12-2024,Egg Puffs,Snack,20,13,260
15-12-2024,Butter Bun,Bread,15,8,120
15-12-2024,Plum Cake,Cake,150,40,6000
15-12-2024,Pazhampori (Banana Fry),Snack,12,7,84
15-12-2024,Uzhunnu Vada,Snack,12,38,456
15-12-2024,Ullivada,Snack,10,48,480
15-12-2024,Banana Chips,Snack,100,9,900
15-12-2024,Tea Biscuit,Biscuit,30,6,180
15-12-2024,Chicken Puffs,Snack,25,21,525
15-12-2024,Ela Ada,Sweet,20,27,540
15-12-2024,Cream Bun,Bread,20,43,860
15-12-2024,Nannari Sharbat,Beverage,25,31,775
15-12-2024,Sugiyan,Sweet,15,39,585
15-12-2024,Neyyappam,Sweet,20,11,220
15-12-2024,Black Forest Cake,Cake,500,28,14000
15-12-2024,Mixture,Snack,120,50,6000
15-12-2024,Jilebi,Sweet,50,44,2200
15-12-2024,Butter Biscuit,Biscuit,25,5,125
15-12-2024,Vettu Cake,Cake,15,16,240
15-12-2024,Milk Bun,Bread,18,46,828
15-12-2024,Choco Lava Cake,Cake,80,39,3120
15-12-2024,Fruit Cake,Cake,350,10,3500
15-12-2024,Lemon Juice,Beverage,30,36,1080
15-12-2024,Badam Milk,Beverage,40,24,960
15-12-2024,Ghee Cake,Cake,120,27,3240
15-12-2024,Mysore Pak,Sweet,180,38,6840
15-12-2024,Milk Bikis,Biscuit,25,39,975
15-12-2024,Marble Cake,Cake,90,37,3330
15-12-2024,Pineapple Juice,Beverage,35,44,1540
16-12-2024,Parippu Vada,Snack,10,9,90
16-12-2024,Egg Puffs,Snack,20,36,720
16-12-2024,Butter Bun,Bread,15,34,510
16-12-2024,Plum Cake,Cake,150,45,6750
16-12-2024,Pazhampori (Banana Fry),Snack,12,18,216
16-12-2024,Uzhunnu Vada,Snack,12,13,156
16-12-2024,Ullivada,Snack,10,48,480
16-12-2024,Banana Chips,Snack,100,36,3600
16-12-2024,Tea Biscuit,Biscuit,30,38,1140
16-12-2024,Chicken Puffs,Snack,25,42,1050
16-12-2024,Ela Ada,Sweet,20,37,740
16-12-2024,Cream Bun,Bread,20,22,440
16-12-2024,Nannari Sharbat,Beverage,25,6,150
16-12-2024,Sugiyan,Sweet,15,36,540
16-12-2024,Neyyappam,Sweet,20,17,340
16-12-2024,Black Forest Cake,Cake,500,28,14000
16-12-2024,Mixture,Snack,120,39,4680
16-12-2024,Jilebi,Sweet,50,18,900
16-12-2024,Butter Biscuit,Biscuit,25,12,300
16-12-2024,Vettu Cake,Cake,15,5,75
16-12-2024,Milk Bun,Bread,18,19,342
16-12-2024,Choco Lava Cake,Cake,80,17,1360
16-12-2024,Fruit Cake,Cake,350,31,10850
16-12-2024,Lemon Juice,Beverage,30,33,990
16-12-2024,Badam Milk,Beverage,40,21,840
16-12-2024,Ghee Cake,Cake,120,8,960
16-12-2024,Mysore Pak,Sweet,180,14,2520
16-12-2024,Milk Bikis,Biscuit,25,24,600
16-12-2024,Marble Cake,Cake,90,8,720
16-12-2024,Pineapple Juice,Beverage,35,25,875
17-12-2024,Parippu Vada,Snack,10,22,220
17-12-2024,Egg Puffs,Snack,20,5,100
17-12-2024,Butter Bun,Bread,15,45,675
17-12-2024,Plum Cake,Cake,150,35,5250
17-12-2024,Pazhampori (Banana Fry),Snack,12,18,216
17-12-2024,Uzhunnu Vada,Snack,12,17,204
17-12-2024,Ullivada,Snack,10,23,230
17-12-2024,Banana Chips,Snack,100,25,2500
17-12-2024,Tea Biscuit,Biscuit,30,43,1290
17-12-2024,Chicken Puffs,Snack,25,22,550
17-12-2024,Ela Ada,Sweet,20,14,280
17-12-2024,Cream Bun,Bread,20,9,180
17-12-2024,Nannari Sharbat,Beverage,25,25,625
17-12-2024,Sugiyan,Sweet,15,20,300
17-12-2024,Neyyappam,Sweet,20,33,660
17-12-2024,Black Forest Cake,Cake,500,16,8000
17-12-2024,Mixture,Snack,120,43,5160
17-12-2024,Jilebi,Sweet,50,33,1650
17-12-2024,Butter Biscuit,Biscuit,25,50,1250
17-12-2024,Vettu Cake,Cake,15,35,525
17-12-2024,Milk Bun,Bread,18,22,396
17-12-2024,Choco Lava Cake,Cake,80,47,3760
17-12-2024,Fruit Cake,Cake,350,13,4550
17-12-2024,Lemon Juice,Beverage,30,33,990
17-12-2024,Badam Milk,Beverage,40,46,1840
17-12-2024,Ghee Cake,Cake,120,28,3360
17-12-2024,Mysore Pak,Sweet,180,18,3240
17-12-2024,Milk Bikis,Biscuit,25,5,125
17-12-2024,Marble Cake,Cake,90,6,540
17-12-2024,Pineapple Juice,Beverage,35,26,910
18-12-2024,Parippu Vada,Snack,10,23,230
18-12-2024,Egg Puffs,Snack,20,41,820
18-12-2024,Butter Bun,Bread,15,46,690
18-12-2024,Plum Cake,Cake,150,32,4800
18-12-2024,Pazhampori (Banana Fry),Snack,12,50,600
18-12-2024,Uzhunnu Vada,Snack,12,46,552
18-12-2024,Ullivada,Snack,10,47,470
18-12-2024,Banana Chips,Snack,100,27,2700
18-12-2024,Tea Biscuit,Biscuit,30,21,630
18-12-2024,Chicken Puffs,Snack,25,48,1200
18-12-2024,Ela Ada,Sweet,20,33,660
18-12-2024,Cream Bun,Bread,20,47,940
18-12-2024,Nannari Sharbat,Beverage,25,24,600
18-12-2024,Sugiyan,Sweet,15,40,600
18-12-2024,Neyyappam,Sweet,20,50,1000
18-12-2024,Black Forest Cake,Cake,500,29,14500
18-12-2024,Mixture,Snack,120,31,3720
18-12-2024,Jilebi,Sweet,50,10,500
18-12-2024,Butter Biscuit,Biscuit,25,25,625
18-12-2024,Vettu Cake,Cake,15,33,495
18-12-2024,Milk Bun,Bread,18,16,288
18-12-2024,Choco Lava Cake,Cake,80,24,1920
18-12-2024,Fruit Cake,Cake,350,31,10850
18-12-2024,Lemon Juice,Beverage,30,48,1440
18-12-2024,Badam Milk,Beverage,40,18,720
18-12-2024,Ghee Cake,Cake,120,15,1800
18-12-2024,Mysore Pak,Sweet,180,35,6300
18-12-2024,Milk Bikis,Biscuit,25,29,725
18-12-2024,Marble Cake,Cake,90,24,2160
18-12-2024,Pineapple Juice,Beverage,35,41,1435
19-12-2024,Parippu Vada,Snack,10,14,140
19-12-2024,Egg Puffs,Snack,20,45,900
19-12-2024,Butter Bun,Bread,15,5,75
19-12-2024,Plum Cake,Cake,150,38,5700
19-12-2024,Pazhampori (Banana Fry),Snack,12,34,408
19-12-2024,Uzhunnu Vada,Snack,12,16,192
19-12-2024,Ullivada,Snack,10,46,460
19-12-2024,Banana Chips,Snack,100,20,2000
19-12-2024,Tea Biscuit,Biscuit,30,36,1080
19-12-2024,Chicken Puffs,Snack,25,9,225
19-12-2024,Ela Ada,Sweet,20,12,240
19-12-2024,Cream Bun,Bread,20,24,480
19-12-2024,Nannari Sharbat,Beverage,25,31,775
19-12-2024,Sugiyan,Sweet,15,8,120
19-12-2024,Neyyappam,Sweet,20,5,100
19-12-2024,Black Forest Cake,Cake,500,9,4500
19-12-2024,Mixture,Snack,120,37,4440
19-12-2024,Jilebi,Sweet,50,43,2150
19-12-2024,Butter Biscuit,Biscuit,25,35,875
19-12-2024,Vettu Cake,Cake,15,29,435
19-12-2024,Milk Bun,Bread,18,20,360
19-12-2024,Choco Lava Cake,Cake,80,30,2400
19-12-2024,Fruit Cake,Cake,350,26,9100
19-12-2024,Lemon Juice,Beverage,30,21,630
19-12-2024,Badam Milk,Beverage,40,21,840
19-12-2024,Ghee Cake,Cake,120,11,1320
19-12-2024,Mysore Pak,Sweet,180,35,6300
19-12-2024,Milk Bikis,Biscuit,25,42,1050
19-12-2024,Marble Cake,Cake,90,31,2790
19-12-2024,Pineapple Juice,Beverage,35,10,350
20-12-2024,Parippu Vada,Snack,10,34,340
20-12-2024,Egg Puffs,Snack,20,48,960
20-12-2024,Butter Bun,Bread,15,35,525
20-12-2024,Plum Cake,Cake,150,32,4800
20-12-2024,Pazhampori (Banana Fry),Snack,12,17,204
20-12-2024,Uzhunnu Vada,Snack,12,49,588
20-12-2024,Ullivada,Snack,10,35,350
20-12-2024,Banana Chips,Snack,100,9,900
20-12-2024,Tea Biscuit,Biscuit,30,14,420
20-12-2024,Chicken Puffs,Snack,25,46,1150
20-12-2024,Ela Ada,Sweet,20,42,840
20-12-2024,Cream Bun,Bread,20,48,960
20-12-2024,Nannari Sharbat,Beverage,25,43,1075
20-12-2024,Sugiyan,Sweet,15,34,510
20-12-2024,Neyyappam,Sweet,20,49,980
20-12-2024,Black Forest Cake,Cake,500,15,7500
20-12-2024,Mixture,Snack,120,11,1320
20-12-2024,Jilebi,Sweet,50,12,600
20-12-2024,Butter Biscuit,Biscuit,25,18,450
20-12-2024,Vettu Cake,Cake,15,31,465
20-12-2024,Milk Bun,Bread,18,32,576
20-12-2024,Choco Lava Cake,Cake,80,38,3040
20-12-2024,Fruit Cake,Cake,350,41,14350
20-12-2024,Lemon Juice,Beverage,30,12,360
20-12-2024,Badam Milk,Beverage,40,27,1080
20-12-2024,Ghee Cake,Cake,120,32,3840
20-12-2024,Mysore Pak,Sweet,180,43,7740
20-12-2024,Milk Bikis,Biscuit,25,42,1050
20-12-2024,Marble Cake,Cake,90,29,2610
20-12-2024,Pineapple Juice,Beverage,35,6,210
21-12-2024,Parippu Vada,Snack,10,18,180
21-12-2024,Egg Puffs,Snack,20,27,540
21-12-2024,Butter Bun,Bread,15,46,690
21-12-2024,Plum Cake,Cake,150,27,4050
21-12-2024,Pazhampori (Banana Fry),Snack,12,28,336
21-12-2024,Uzhunnu Vada,Snack,12,32,384
21-12-2024,Ullivada,Snack,10,15,150
21-12-2024,Banana Chips,Snack,100,14,1400
21-12-2024,Tea Biscuit,Biscuit,30,13,390
21-12-2024,Chicken Puffs,Snack,25,27,675
21-12-2024,Ela Ada,Sweet,20,19,380
21-12-2024,Cream Bun,Bread,20,29,580
21-12-2024,Nannari Sharbat,Beverage,25,17,425
21-12-2024,Sugiyan,Sweet,15,13,195
21-12-2024,Neyyappam,Sweet,20,38,760
21-12-2024,Black Forest Cake,Cake,500,7,3500
21-12-2024,Mixture,Snack,120,14,1680
21-12-2024,Jilebi,Sweet,50,7,350
21-12-2024,Butter Biscuit,Biscuit,25,12,300
21-12-2024,Vettu Cake,Cake,15,11,165
21-12-2024,Milk Bun,Bread,18,49,882
21-12-2024,Choco Lava Cake,Cake,80,41,3280
21-12-2024,Fruit Cake,Cake,350,23,8050
21-12-2024,Lemon Juice,Beverage,30,11,330
21-12-2024,Badam Milk,Beverage,40,30,1200
21-12-2024,Ghee Cake,Cake,120,10,1200
21-12-2024,Mysore Pak,Sweet,180,48,8640
21-12-2024,Milk Bikis,Biscuit,25,32,800
21-12-2024,Marble Cake,Cake,90,35,3150
21-12-2024,Pineapple Juice,Beverage,35,34,1190
22-12-2024,Parippu Vada,Snack,10,47,470
22-12-2024,Egg Puffs,Snack,20,29,580
22-12-2024,Butter Bun,Bread,15,15,225
22-12-2024,Plum Cake,Cake,150,13,1950
22-12-2024,Pazhampori (Banana Fry),Snack,12,39,468
22-12-2024,Uzhunnu Vada,Snack,12,41,492
22-12-2024,Ullivada,Snack,10,39,390
22-12-2024,Banana Chips,Snack,100,21,2100
22-12-2024,Tea Biscuit,Biscuit,30,42,1260
22-12-2024,Chicken Puffs,Snack,25,18,450
22-12-2024,Ela Ada,Sweet,20,47,940
22-12-2024,Cream Bun,Bread,20,29,580
22-12-2024,Nannari Sharbat,Beverage,25,39,975
22-12-2024,Sugiyan,Sweet,15,10,150
22-12-2024,Neyyappam,Sweet,20,46,920
22-12-2024,Black Forest Cake,Cake,500,5,2500
22-12-2024,Mixture,Snack,120,29,3480
22-12-2024,Jilebi,Sweet,50,13,650
22-12-2024,Butter Biscuit,Biscuit,25,37,925
22-12-2024,Vettu Cake,Cake,15,5,75
22-12-2024,Milk Bun,Bread,18,42,756
22-12-2024,Choco Lava Cake,Cake,80,45,3600
22-12-2024,Fruit Cake,Cake,350,24,8400
22-12-2024,Lemon Juice,Beverage,30,24,720
22-12-2024,Badam Milk,Beverage,40,31,1240
22-12-2024,Ghee Cake,Cake,120,17,2040
22-12-2024,Mysore Pak,Sweet,180,6,1080
22-12-2024,Milk Bikis,Biscuit,25,18,450
22-12-2024,Marble Cake,Cake,90,22,1980
22-12-2024,Pineapple Juice,Beverage,35,36,1260
23-12-2024,Parippu Vada,Snack,10,13,130
23-12-2024,Egg Puffs,Snack,20,9,180
23-12-2024,Butter Bun,Bread,15,45,675
23-12-2024,Plum Cake,Cake,150,17,2550
23-12-2024,Pazhampori (Banana Fry),Snack,12,12,144
23-12-2024,Uzhunnu Vada,Snack,12,21,252
23-12-2024,Ullivada,Snack,10,40,400
23-12-2024,Banana Chips,Snack,100,36,3600
23-12-2024,Tea Biscuit,Biscuit,30,35,1050
23-12-2024,Chicken Puffs,Snack,25,39,975
23-12-2024,Ela Ada,Sweet,20,36,720
23-12-2024,Cream Bun,Bread,20,18,360
23-12-2024,Nannari Sharbat,Beverage,25,8,200
23-12-2024,Sugiyan,Sweet,15,24,360
23-12-2024,Neyyappam,Sweet,20,17,340
23-12-2024,Black Forest Cake,Cake,500,28,14000
23-12-2024,Mixture,Snack,120,50,6000
23-12-2024,Jilebi,Sweet,50,29,1450
23-12-2024,Butter Biscuit,Biscuit,25,44,1100
23-12-2024,Vettu Cake,Cake,15,50,750
23-12-2024,Milk Bun,Bread,18,8,144
23-12-2024,Choco Lava Cake,Cake,80,20,1600
23-12-2024,Fruit Cake,Cake,350,17,5950
23-12-2024,Lemon Juice,Beverage,30,11,330
23-12-2024,Badam Milk,Beverage,40,19,760
23-12-2024,Ghee Cake,Cake,120,36,4320
23-12-2024,Mysore Pak,Sweet,180,12,2160
23-12-2024,Milk Bikis,Biscuit,25,34,850
23-12-2024,Marble Cake,Cake,90,33,2970
23-12-2024,Pineapple Juice,Beverage,35,40,1400
24-12-2024,Parippu Vada,Snack,10,43,430
24-12-2024,Egg Puffs,Snack,20,8,160
24-12-2024,Butter Bun,Bread,15,7,105
24-12-2024,Plum Cake,Cake,150,47,7050
24-12-2024,Pazhampori (Banana Fry),Snack,12,18,216
24-12-2024,Uzhunnu Vada,Snack,12,21,252
24-12-2024,Ullivada,Snack,10,38,380
24-12-2024,Banana Chips,Snack,100,38,3800
24-12-2024,Tea Biscuit,Biscuit,30,23,690
24-12-2024,Chicken Puffs,Snack,25,35,875
24-12-2024,Ela Ada,Sweet,20,44,880
24-12-2024,Cream Bun,Bread,20,5,100
24-12-2024,Nannari Sharbat,Beverage,25,41,1025
24-12-2024,Sugiyan,Sweet,15,34,510
24-12-2024,Neyyappam,Sweet,20,24,480
24-12-2024,Black Forest Cake,Cake,500,23,11500
24-12-2024,Mixture,Snack,120,44,5280
24-12-2024,Jilebi,Sweet,50,21,1050
24-12-2024,Butter Biscuit,Biscuit,25,34,850
24-12-2024,Vettu Cake,Cake,15,24,360
24-12-2024,Milk Bun,Bread,18,18,324
24-12-2024,Choco Lava Cake,Cake,80,12,960
24-12-2024,Fruit Cake,Cake,350,29,10150
24-12-2024,Lemon Juice,Beverage,30,19,570
24-12-2024,Badam Milk,Beverage,40,5,200
24-12-2024,Ghee Cake,Cake,120,43,5160
24-12-2024,Mysore Pak,Sweet,180,38,6840
24-12-2024,Milk Bikis,Biscuit,25,28,700
24-12-2024,Marble Cake,Cake,90,50,4500
24-12-2024,Pineapple Juice,Beverage,35,15,525
25-12-2024,Parippu Vada,Snack,10,6,60
25-12-2024,Egg Puffs,Snack,20,33,660
25-12-2024,Butter Bun,Bread,15,7,105
25-12-2024,Plum Cake,Cake,150,27,4050
25-12-2024,Pazhampori (Banana Fry),Snack,12,37,444
25-12-2024,Uzhunnu Vada,Snack,12,25,300
25-12-2024,Ullivada,Snack,10,37,370
25-12-2024,Banana Chips,Snack,100,12,1200
25-12-2024,Tea Biscuit,Biscuit,30,9,270
25-12-2024,Chicken Puffs,Snack,25,16,400
25-12-2024,Ela Ada,Sweet,20,40,800
25-12-2024,Cream Bun,Bread,20,27,540
25-12-2024,Nannari Sharbat,Beverage,25,33,825
25-12-2024,Sugiyan,Sweet,15,5,75
25-12-2024,Neyyappam,Sweet,20,45,900
25-12-2024,Black Forest Cake,Cake,500,27,13500
25-12-2024,Mixture,Snack,120,11,1320
25-12-2024,Jilebi,Sweet,50,31,1550
25-12-2024,Butter Biscuit,Biscuit,25,9,225
25-12-2024,Vettu Cake,Cake,15,10,150
25-12-2024,Milk Bun,Bread,18,32,576
25-12-2024,Choco Lava Cake,Cake,80,28,2240
25-12-2024,Fruit Cake,Cake,350,47,16450
25-12-2024,Lemon Juice,Beverage,30,29,870
25-12-2024,Badam Milk,Beverage,40,35,1400
25-12-2024,Ghee Cake,Cake,120,6,720
25-12-2024,Mysore Pak,Sweet,180,40,7200
25-12-2024,Milk Bikis,Biscuit,25,29,725
25-12-2024,Marble Cake,Cake,90,19,1710
25-12-2024,Pineapple Juice,Beverage,35,25,875
26-12-2024,Parippu Vada,Snack,10,43,430
26-12-2024,Egg Puffs,Snack,20,23,460
26-12-2024,Butter Bun,Bread,15,33,495
26-12-2024,Plum Cake,Cake,150,44,6600
26-12-2024,Pazhampori (Banana Fry),Snack,12,25,300
26-12-2024,Uzhunnu Vada,Snack,12,38,456
26-12-2024,Ullivada,Snack,10,13,130
26-12-2024,Banana Chips,Snack,100,19,1900
26-12-2024,Tea Biscuit,Biscuit,30,6,180
26-12-2024,Chicken Puffs,Snack,25,32,800
26-12-2024,Ela Ada,Sweet,20,22,440
26-12-2024,Cream Bun,Bread,20,8,160
26-12-2024,Nannari Sharbat,Beverage,25,21,525
26-12-2024,Sugiyan,Sweet,15,19,285
26-12-2024,Neyyappam,Sweet,20,7,140
26-12-2024,Black Forest Cake,Cake,500,25,12500
26-12-2024,Mixture,Snack,120,39,4680
26-12-2024,Jilebi,Sweet,50,10,500
26-12-2024,Butter Biscuit,Biscuit,25,27,675
26-12-2024,Vettu Cake,Cake,15,19,285
26-12-2024,Milk Bun,Bread,18,47,846
26-12-2024,Choco Lava Cake,Cake,80,32,2560
26-12-2024,Fruit Cake,Cake,350,50,17500
26-12-2024,Lemon Juice,Beverage,30,24,720
26-12-2024,Badam Milk,Beverage,40,44,1760
26-12-2024,Ghee Cake,Cake,120,36,4320
26-12-2024,Mysore Pak,Sweet,180,12,2160
26-12-2024,Milk Bikis,Biscuit,25,13,325
26-12-2024,Marble Cake,Cake,90,16,1440
26-12-2024,Pineapple Juice,Beverage,35,24,840
27-12-2024,Parippu Vada,Snack,10,21,210
27-12-2024,Egg Puffs,Snack,20,32,640
27-12-2024,Butter Bun,Bread,15,13,195
27-12-2024,Plum Cake,Cake,150,26,3900
27-12-2024,Pazhampori (Banana Fry),Snack,12,43,516
27-12-2024,Uzhunnu Vada,Snack,12,41,492
27-12-2024,Ullivada,Snack,10,40,400
27-12-2024,Banana Chips,Snack,100,29,2900
27-12-2024,Tea Biscuit,Biscuit,30,17,510
27-12-2024,Chicken Puffs,Snack,25,13,325
27-12-2024,Ela Ada,Sweet,20,27,540
27-12-2024,Cream Bun,Bread,20,43,860
27-12-2024,Nannari Sharbat,Beverage,25,37,925
27-12-2024,Sugiyan,Sweet,15,32,480
27-12-2024,Neyyappam,Sweet,20,40,800
27-12-2024,Black Forest Cake,Cake,500,36,18000
27-12-2024,Mixture,Snack,120,10,1200
27-12-2024,Jilebi,Sweet,50,46,2300
27-12-2024,Butter Biscuit,Biscuit,25,9,225
27-12-2024,Vettu Cake,Cake,15,28,420
27-12-2024,Milk Bun,Bread,18,15,270
27-12-2024,Choco Lava Cake,Cake,80,23,1840
27-12-2024,Fruit Cake,Cake,350,13,4550
27-12-2024,Lemon Juice,Beverage,30,42,1260
27-12-2024,Badam Milk,Beverage,40,43,1720
27-12-2024,Ghee Cake,Cake,120,47,5640
27-12-2024,Mysore Pak,Sweet,180,6,1080
27-12-2024,Milk Bikis,Biscuit,25,24,600
27-12-2024,Marble Cake,Cake,90,33,2970
27-12-2024,Pineapple Juice,Beverage,35,16,560
28-12-2024,Parippu Vada,Snack,10,47,470
28-12-2024,Egg Puffs,Snack,20,48,960
28-12-2024,Butter Bun,Bread,15,29,435
28-12-2024,Plum Cake,Cake,150,16,2400
28-12-2024,Pazhampori (Banana Fry),Snack,12,11,132
28-12-2024,Uzhunnu Vada,Snack,12,21,252
28-12-2024,Ullivada,Snack,10,22,220
28-12-2024,Banana Chips,Snack,100,8,800
28-12-2024,Tea Biscuit,Biscuit,30,25,750
28-12-2024,Chicken Puffs,Snack,25,6,150
28-12-2024,Ela Ada,Sweet,20,6,120
28-12-2024,Cream Bun,Bread,20,28,560
28-12-2024,Nannari Sharbat,Beverage,25,25,625
28-12-2024,Sugiyan,Sweet,15,46,690
28-12-2024,Neyyappam,Sweet,20,13,260
28-12-2024,Black Forest Cake,Cake,500,17,8500
28-12-2024,Mixture,Snack,120,45,5400
28-12-2024,Jilebi,Sweet,50,10,500
28-12-2024,Butter Biscuit,Biscuit,25,15,375
28-12-2024,Vettu Cake,Cake,15,34,510
28-12-2024,Milk Bun,Bread,18,32,576
28-12-2024,Choco Lava Cake,Cake,80,19,1520
28-12-2024,Fruit Cake,Cake,350,13,4550
28-12-2024,Lemon Juice,Beverage,30,9,270
28-12-2024,Badam Milk,Beverage,40,17,680
28-12-2024,Ghee Cake,Cake,120,48,5760
28-12-2024,Mysore Pak,Sweet,180,36,6480
28-12-2024,Milk Bikis,Biscuit,25,49,1225
28-12-2024,Marble Cake,Cake,90,24,2160
28-12-2024,Pineapple Juice,Beverage,35,28,980
29-12-2024,Parippu Vada,Snack,10,18,180
29-12-2024,Egg Puffs,Snack,20,49,980
29-12-2024,Butter Bun,Bread,15,35,525
29-12-2024,Plum Cake,Cake,150,23,3450
29-12-2024,Pazhampori (Banana Fry),Snack,12,43,516
29-12-2024,Uzhunnu Vada,Snack,12,7,84
29-12-2024,Ullivada,Snack,10,6,60
29-12-2024,Banana Chips,Snack,100,5,500
29-12-2024,Tea Biscuit,Biscuit,30,5,150
29-12-2024,Chicken Puffs,Snack,25,19,475
29-12-2024,Ela Ada,Sweet,20,10,200
29-12-2024,Cream Bun,Bread,20,6,120
29-12-2024,Nannari Sharbat,Beverage,25,11,275
29-12-2024,Sugiyan,Sweet,15,40,600
29-12-2024,Neyyappam,Sweet,20,9,180
29-12-2024,Black Forest Cake,Cake,500,45,22500
29-12-2024,Mixture,Snack,120,29,3480
29-12-2024,Jilebi,Sweet,50,6,300
29-12-2024,Butter Biscuit,Biscuit,25,18,450
29-12-2024,Vettu Cake,Cake,15,44,660
29-12-2024,Milk Bun,Bread,18,34,612
29-12-2024,Choco Lava Cake,Cake,80,17,1360
29-12-2024,Fruit Cake,Cake,350,19,6650
29-12-2024,Lemon Juice,Beverage,30,36,1080
29-12-2024,Badam Milk,Beverage,40,23,920
29-12-2024,Ghee Cake,Cake,120,10,1200
29-12-2024,Mysore Pak,Sweet,180,27,4860
29-12-2024,Milk Bikis,Biscuit,25,38,950
29-12-2024,Marble Cake,Cake,90,48,4320
29-12-2024,Pineapple Juice,Beverage,35,47,1645
30-12-2024,Parippu Vada,Snack,10,43,430
30-12-2024,Egg Puffs,Snack,20,24,480
30-12-2024,Butter Bun,Bread,15,20,300
30-12-2024,Plum Cake,Cake,150,29,4350
30-12-2024,Pazhampori (Banana Fry),Snack,12,44,528
30-12-2024,Uzhunnu Vada,Snack,12,12,144
30-12-2024,Ullivada,Snack,10,16,160
30-12-2024,Banana Chips,Snack,100,32,3200
30-12-2024,Tea Biscuit,Biscuit,30,36,1080
30-12-2024,Chicken Puffs,Snack,25,50,1250
30-12-2024,Ela Ada,Sweet,20,49,980
30-12-2024,Cream Bun,Bread,20,29,580
30-12-2024,Nannari Sharbat,Beverage,25,28,700
30-12-2024,Sugiyan,Sweet,15,27,405
30-12-2024,Neyyappam,Sweet,20,44,880
30-12-2024,Black Forest Cake,Cake,500,11,5500
30-12-2024,Mixture,Snack,120,48,5760
30-12-2024,Jilebi,Sweet,50,5,250
30-12-2024,Butter Biscuit,Biscuit,25,32,800
30-12-2024,Vettu Cake,Cake,15,29,435
30-12-2024,Milk Bun,Bread,18,5,90
30-12-2024,Choco Lava Cake,Cake,80,12,960
30-12-2024,Fruit Cake,Cake,350,34,11900
30-12-2024,Lemon Juice,Beverage,30,5,150
30-12-2024,Badam Milk,Beverage,40,10,400
30-12-2024,Ghee Cake,Cake,120,22,2640
30-12-2024,Mysore Pak,Sweet,180,29,5220
30-12-2024,Milk Bikis,Biscuit,25,45,1125
30-12-2024,Marble Cake,Cake,90,14,1260
30-12-2024,Pineapple Juice,Beverage,35,50,1750
31-12-2024,Parippu Vada,Snack,10,13,130
31-12-2024,Egg Puffs,Snack,20,6,120
31-12-2024,Butter Bun,Bread,15,18,270
31-12-2024,Plum Cake,Cake,150,26,3900
31-12-2024,Pazhampori (Banana Fry),Snack,12,20,240
31-12-2024,Uzhunnu Vada,Snack,12,47,564
31-12-2024,Ullivada,Snack,10,18,180
31-12-2024,Banana Chips,Snack,100,37,3700
31-12-2024,Tea Biscuit,Biscuit,30,32,960
31-12-2024,Chicken Puffs,Snack,25,13,325
31-12-2024,Ela Ada,Sweet,20,50,1000
31-12-2024,Cream Bun,Bread,20,6,120
31-12-2024,Nannari Sharbat,Beverage,25,45,1125
31-12-2024,Sugiyan,Sweet,15,32,480
31-12-2024,Neyyappam,Sweet,20,38,760
31-12-2024,Black Forest Cake,Cake,500,19,9500
31-12-2024,Mixture,Snack,120,25,3000
31-12-2024,Jilebi,Sweet,50,49,2450
31-12-2024,Butter Biscuit,Biscuit,25,31,775
31-12-2024,Vettu Cake,Cake,15,17,255
31-12-2024,Milk Bun,Bread,18,36,648
31-12-2024,Choco Lava Cake,Cake,80,47,3760
